"id","time","time_stamp","list","age","lp","doe_catalan","doe_spanish","edu_parent"
"56628",1,2020-06-03,"BL-Short-C",16.9856262833676,"Bilingual",0.6,0.4,"Vocational"
"56632",1,2020-07-13,"BL-Short-B",18.2669404517454,"Bilingual",0.7,0.3,"University"
"56635",1,2020-07-23,"BL-Short-C",18.5626283367556,"Monolingual",0.8,0.2,"University"
"56638",1,2020-05-31,"BL-Short-C",16.8542094455852,"Monolingual",1,0,"University"
"56684",1,2020-05-15,"BL-Short-B",16.1642710472279,"Monolingual",0.85,0.15,"University"
"56695",1,2020-07-13,"BL-Short-C",17.9712525667351,"Bilingual",0.4,0.6,"University"
"56697",1,2020-05-14,"BL-Short-A",16.0328542094456,"Monolingual",0.9,0.1,"University"
"56701",1,2020-05-14,"BL-Short-C",16.1314168377823,"Bilingual",0.7,0.3,"University"
"56711",1,2020-05-14,"BL-Short-A",16.1642710472279,"Monolingual",1,0,"University"
"56712",1,2020-03-31,"BL-Short-D",14.6858316221766,"Bilingual",0.3,0.7,"University"
"56720",1,2020-04-02,"BL-Short-B",14.5544147843943,"Bilingual",0.75,0.25,"University"
"56721",1,2020-04-02,"BL-Short-A",14.5544147843943,"Monolingual",0.8,0.2,"University"
"56732",1,2020-03-31,"BL-Short-C",14.4558521560575,"Bilingual",0.7,0.3,"University"
"56741",1,2020-06-07,"BL-Short-C",16.6899383983573,"Monolingual",0.85,0.05,"University"
"56749",1,2020-04-28,"BL-Short-A",15.2772073921971,"Monolingual",0.9,0,"University"
"56750",1,2020-05-09,"BL-Short-D",15.6386036960986,"Bilingual",0.4,0.6,"University"
"56755",1,2020-04-29,"BL-Short-D",15.3429158110883,"Bilingual",0.4,0.6,"University"
"56762",3,2021-02-13,"BL-Lockdown-D",24.7720739219713,"Bilingual",0.7,0.3,"University"
"56766",3,2021-02-23,"BL-Lockdown-A",25.1006160164271,"Monolingual",0.9,0.1,"University"
"56766",2,2020-11-19,"BL-Lockdown-A",21.9466119096509,"Bilingual",0.7,0.3,"University"
"56766",1,2020-04-05,"BL-Short-A",14.4558521560575,"Bilingual",0.7,0.3,"University"
"56772",1,2020-11-27,"BL-Lockdown-D",22.1108829568789,"Bilingual",0.5,0.5,"University"
"56788",1,2020-06-06,"BL-Short-A",16.2628336755647,"Monolingual",0.8,0.2,"University"
"56809",1,2020-05-07,"BL-Short-A",15.211498973306,"Monolingual",0.05,0.95,"University"
"56823",1,2020-06-17,"BL-Short-A",16.4599589322382,"Bilingual",0.3,0.7,"University"
"56824",1,2020-06-03,"BL-Short-D",15.9671457905544,"Monolingual",0.2,0.8,"Secondary"
"56825",1,2020-04-30,"BL-Short-A",14.9158110882957,"Monolingual",0,1,"University"
"56826",1,2020-06-04,"BL-Short-C",16.0328542094456,"Bilingual",0.3,0.7,"University"
"56827",1,2020-05-11,"BL-Short-A",15.2772073921971,"Monolingual",0.8,0.1,"University"
"56828",1,2020-06-03,"BL-Short-B",16.0328542094456,"Monolingual",0.2,0.8,"Secondary"
"56829",1,2020-05-08,"BL-Short-C",15.1129363449692,"Monolingual",0.2,0.8,"Vocational"
"56859",1,2020-05-14,"BL-Short-A",15.2443531827515,"Monolingual",1,0,"University"
"56860",1,2020-06-14,"BL-Short-D",16.2628336755647,"Bilingual",0.45,0.45,"University"
"56876",2,2020-11-25,"BL-Lockdown-A",21.5852156057495,"Bilingual",0.75,0.25,"University"
"56876",1,2020-04-06,"BL-Short-A",13.9301848049281,"Bilingual",0.75,0.22,"University"
"56889",1,2020-06-03,"BL-Short-A",15.7043121149897,"Bilingual",0.6,0.3,"University"
"56898",1,2020-04-29,"BL-Short-C",14.4887063655031,"Bilingual",0.25,0.75,"Vocational"
"56911",2,2020-11-14,"BL-Lockdown-D",20.9609856262834,"Monolingual",0.85,0.15,"University"
"56911",1,2020-05-16,"BL-Short-D",14.9815195071869,"Monolingual",0.8,0.2,"University"
"56934",1,2020-06-05,"BL-Short-A",15.2772073921971,"Bilingual",0.3,0.7,"University"
"56937",4,2021-10-03,"BL-Lockdown-B",31.1786447638604,"Monolingual",1,0,"University"
"56937",3,2021-03-20,"BL-Lockdown-B",24.7063655030801,"Monolingual",0.9,0,"University"
"56937",2,2020-11-14,"BL-Lockdown-B",20.5667351129363,"Monolingual",0.95,0,"University"
"56937",1,2020-04-06,"BL-Short-B",13.2731006160164,"Monolingual",1,0,"University"
"56945",1,2020-05-19,"BL-Short-B",14.6858316221766,"Bilingual",0.5,0.5,"University"
"56958",1,2020-05-21,"BL-Short-C",14.5872689938398,"Monolingual",0.8,0.2,"University"
"56970",1,2020-03-31,"BL-Short-B",12.7802874743326,"Monolingual",1,0,"University"
"56984",2,2020-12-11,"BL-Lockdown-B",21.0595482546201,"Bilingual",0.7,0.3,"Vocational"
"56984",1,2020-06-16,"BL-Short-B",15.211498973306,"Bilingual",0.7,0.3,"Vocational"
"56985",2,2020-11-15,"BL-Lockdown-B",20.1724845995893,"Monolingual",0.2,0.8,"University"
"56985",1,2020-03-30,"BL-Short-B",12.6160164271047,"Monolingual",0.05,0.95,"University"
"56995",1,2020-07-06,"BL-Short-D",15.8028747433265,"Monolingual",1,0,"University"
"57001",1,2020-07-01,"BL-Short-A",15.6386036960986,"Monolingual",0.2,0.8,"Vocational"
"57008",1,2020-04-12,"BL-Short-A",12.9445585215606,"Monolingual",0.8,0.2,"University"
"57016",1,2020-06-04,"BL-Short-B",14.652977412731,"Bilingual",0.5,0.5,"University"
"57028",2,2020-12-05,"BL-Lockdown-D",20.5667351129363,"Bilingual",0.4,0.6,"University"
"57028",1,2020-03-31,"BL-Short-D",12.3860369609856,"Bilingual",0.4,0.6,"University"
"57032",1,2020-06-07,"BL-Short-B",14.5872689938398,"Monolingual",1,0,"University"
"57035",1,2020-05-03,"BL-Short-C",13.3716632443532,"Monolingual",1,0,"University"
"57039",1,2020-04-20,"BL-Short-A",24.7720739219713,"Monolingual",0.8,0.2,"University"
"57046",1,2020-06-03,"BL-Short-B",14.3901437371663,"Bilingual",0.5,0.5,"Secondary"
"57047",1,2020-12-06,"BL-Lockdown-D",20.435318275154,"Bilingual",0.7,0.3,"University"
"57050",3,2021-04-30,"BL-Lockdown-C",25.1663244353183,"Bilingual",0.7,0.3,"University"
"57050",2,2021-01-18,"BL-Lockdown-C",21.8151950718686,"Bilingual",0.7,0.3,"University"
"57055",1,2020-03-30,"BL-Short-C",12.1560574948665,"Bilingual",0.5,0.5,"Vocational"
"57059",3,2021-10-03,"BL-Lockdown-D",30.258726899384,"Monolingual",0.2,0.8,"University"
